"day","node","q05","q5","q95","mean","q10","q25","q75","q90","q025","q975","measure","date"
69,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-10
70,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-11
71,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-12
72,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-13
73,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-14
74,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-15
75,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-16
76,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-17
77,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-18
78,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-19
79,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-20
80,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-21
81,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-22
82,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-23
83,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-24
84,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-25
85,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-26
86,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-27
87,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-28
88,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-29
89,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-30
90,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-03-31
91,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-01
92,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-02
93,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-03
94,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-04
95,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-05
96,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-06
97,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-07
98,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-08
99,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-09
100,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-10
101,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-11
102,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-12
103,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-13
104,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-14
105,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-15
106,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-16
107,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-17
108,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-18
109,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-19
110,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-20
111,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-21
112,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-22
113,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-23
114,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-24
115,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-25
116,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-26
117,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-27
118,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-28
119,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-29
120,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-04-30
121,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-01
122,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-02
123,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-03
124,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-04
125,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-05
126,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-06
127,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-07
128,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-08
129,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-09
130,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-10
131,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-11
132,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-12
133,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-13
134,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-14
135,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-15
136,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-16
137,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-17
138,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-18
139,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-19
140,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-20
141,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-21
142,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-22
143,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-23
144,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-24
145,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-25
146,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-26
147,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-27
148,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-28
149,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-29
150,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-30
151,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-05-31
152,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-01
153,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-02
154,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-03
155,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-04
156,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-05
157,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-06
158,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-07
159,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-08
160,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-09
161,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-10
162,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-11
163,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-12
164,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-13
165,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-14
166,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-15
167,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-16
168,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-17
169,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-18
170,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-19
171,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-20
172,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-21
173,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-22
174,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-23
175,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-24
176,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-25
177,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-26
178,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-27
179,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-28
180,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-29
181,"P1_B_S1Cap_S2los_BArr",0,0,0,0,0,0,0,0,0,0,"niq",2023-06-30
1,"P1_B_S1Cap_S2los_BArr",156.32,166.2,175.02,166.264,160.32,162.8,169.5,174,155.29,175.2,"occ",2023-01-01
2,"P1_B_S1Cap_S2los_BArr",110.32,119.6,129.42,119.952,111.56,116.4,123.6,128.44,108.67,132.7,"occ",2023-01-02
3,"P1_B_S1Cap_S2los_BArr",86.5,100.4,111.86,100.128,90.96,94.1,104.7,110.8,84.36,113.02,"occ",2023-01-03
4,"P1_B_S1Cap_S2los_BArr",80.8,93.2,105.2,93.68,83.56,87.2,100.7,104.04,80.8,106.44,"occ",2023-01-04
5,"P1_B_S1Cap_S2los_BArr",74.98,89.8,100.04,88.544,78.2,84.8,92,98.12,74.18,102.26,"occ",2023-01-05
6,"P1_B_S1Cap_S2los_BArr",76.98,86.8,106.56,88.416,79.48,82.5,92.4,102.4,74.32,108.93,"occ",2023-01-06
7,"P1_B_S1Cap_S2los_BArr",75.78,87.6,107.06,89.048,76.76,84,94.4,101.2,74.98,111.2,"occ",2023-01-07
8,"P1_B_S1Cap_S2los_BArr",64.54,76.2,91.24,77.12,67.44,71.2,81.3,90.08,62.14,92.84,"occ",2023-01-08
9,"P1_B_S1Cap_S2los_BArr",54.98,66.2,81.6,66.976,58.24,61.7,71.1,76.72,53.87,81.91,"occ",2023-01-09
10,"P1_B_S1Cap_S2los_BArr",50.54,63.8,80.38,64.824,55,58.4,71.2,77.2,49.69,82.62,"occ",2023-01-10
11,"P1_B_S1Cap_S2los_BArr",56.6,68.6,88.16,70.176,59.88,63.7,76.2,80.8,51.7,91.15,"occ",2023-01-11
12,"P1_B_S1Cap_S2los_BArr",54.58,69.6,88.44,69.96,56.76,60.9,77.8,83.2,54.4,90.35,"occ",2023-01-12
13,"P1_B_S1Cap_S2los_BArr",57.16,73.6,92.52,73.912,59.96,65.8,81.4,88.88,56.49,93.91,"occ",2023-01-13
14,"P1_B_S1Cap_S2los_BArr",66.06,80.4,95.3,79.712,68.76,72.9,86,90.04,61.7,98.31,"occ",2023-01-14
15,"P1_B_S1Cap_S2los_BArr",57.56,70.2,82.48,69.848,59.92,63.2,75.1,78.72,56.27,85.68,"occ",2023-01-15
16,"P1_B_S1Cap_S2los_BArr",48.02,60,73.02,60.96,52.36,55.2,66.8,70.92,45.78,76.92,"occ",2023-01-16
17,"P1_B_S1Cap_S2los_BArr",48.8,60.2,73.64,60.936,51.04,56.1,64.4,72.04,48.8,75.55,"occ",2023-01-17
18,"P1_B_S1Cap_S2los_BArr",55.52,63.6,80.04,64.592,57.16,59,67.5,78.44,52.01,80.71,"occ",2023-01-18
19,"P1_B_S1Cap_S2los_BArr",54.54,63.6,84.22,66.128,56.36,60.4,70.8,78.24,53.69,84.4,"occ",2023-01-19
20,"P1_B_S1Cap_S2los_BArr",54.98,71,85.68,71.208,59.24,64.1,78.2,83.64,53.87,87.33,"occ",2023-01-20
21,"P1_B_S1Cap_S2los_BArr",60.72,79,92.26,78.272,67.08,73.7,85.3,86.84,53.92,99,"occ",2023-01-21
22,"P1_B_S1Cap_S2los_BArr",51.6,68.8,80.66,68.336,56.36,63.7,74.3,80,47.69,84.92,"occ",2023-01-22
23,"P1_B_S1Cap_S2los_BArr",46.18,60.8,74.66,60.984,52,55.3,65.9,71.32,46,76.13,"occ",2023-01-23
24,"P1_B_S1Cap_S2los_BArr",48.1,60.4,72.62,60.408,50.72,55.3,64.8,72.04,47.2,73.73,"occ",2023-01-24
25,"P1_B_S1Cap_S2los_BArr",53.52,64.8,78.74,64.88,55.92,58.8,69.5,74.32,51.87,81.55,"occ",2023-01-25
26,"P1_B_S1Cap_S2los_BArr",54.1,65.6,79.86,66.792,56.28,60.9,72,76.88,51.65,85.36,"occ",2023-01-26
27,"P1_B_S1Cap_S2los_BArr",55.12,72,84,70.608,58.68,63.7,78.6,82.08,52.54,85.55,"occ",2023-01-27
28,"P1_B_S1Cap_S2los_BArr",65.26,76.8,88.8,76.8,67.56,71.7,82.2,83.64,62.76,92.71,"occ",2023-01-28
29,"P1_B_S1Cap_S2los_BArr",57.26,69.4,79.6,68.512,58.8,63.6,73.1,78.52,53.83,81.15,"occ",2023-01-29
30,"P1_B_S1Cap_S2los_BArr",50.18,60.2,72.84,60.4,52.32,55.2,64.4,70.52,49.69,73.2,"occ",2023-01-30
31,"P1_B_S1Cap_S2los_BArr",52.98,60.6,72.62,61.144,53.56,55.8,64.4,71.24,51.25,75.28,"occ",2023-01-31
32,"P1_B_S1Cap_S2los_BArr",54.76,64,76.84,65.344,57.76,60.5,70.6,76,52.85,77.51,"occ",2023-02-01
33,"P1_B_S1Cap_S2los_BArr",54.94,66.4,81.46,67.32,57.48,61.7,73.8,79.24,53.16,87.89,"occ",2023-02-02
34,"P1_B_S1Cap_S2los_BArr",53.84,69.2,86.88,70.632,59.96,64.9,77.5,83.84,50.54,87.91,"occ",2023-02-03
35,"P1_B_S1Cap_S2los_BArr",61.78,76.8,90.92,76.416,64.2,72,83.3,87.72,58.19,92.31,"occ",2023-02-04
36,"P1_B_S1Cap_S2los_BArr",52.18,68,81.62,68.024,55.96,62.4,75.2,78.4,50.76,83.6,"occ",2023-02-05
37,"P1_B_S1Cap_S2los_BArr",45.34,61.6,75.28,60.728,49.8,54.9,67.2,73.28,44.49,76.31,"occ",2023-02-06
38,"P1_B_S1Cap_S2los_BArr",47.34,58.8,76.78,60.68,49.92,54.9,65.9,73.68,46.49,79.64,"occ",2023-02-07
39,"P1_B_S1Cap_S2los_BArr",56.18,65,81.02,66.512,57.16,60,74.3,79.24,54.45,81.51,"occ",2023-02-08
40,"P1_B_S1Cap_S2los_BArr",56.68,66.8,79.94,67.448,58.4,62,73.2,75.68,53.12,81.82,"occ",2023-02-09
41,"P1_B_S1Cap_S2los_BArr",57.74,69.4,86.56,70.688,59.16,64.5,76.6,81.8,56.89,89.55,"occ",2023-02-10
42,"P1_B_S1Cap_S2los_BArr",59.96,76.6,95.9,78.008,63.52,74,83.2,89.68,59.29,99.28,"occ",2023-02-11
43,"P1_B_S1Cap_S2los_BArr",52.58,68.6,86.44,69.184,56.88,65.3,72.7,80.76,51.47,89.9,"occ",2023-02-12
44,"P1_B_S1Cap_S2los_BArr",45.26,60.4,74.92,60.536,48.4,56.4,65.3,70.32,42.45,78.79,"occ",2023-02-13
45,"P1_B_S1Cap_S2los_BArr",45.08,60,71.6,59.536,49.12,56.2,64,68.92,41.21,72.22,"occ",2023-02-14
46,"P1_B_S1Cap_S2los_BArr",50.54,63.8,76.04,64.064,55.12,61.3,69.1,74.84,48.14,76.4,"occ",2023-02-15
47,"P1_B_S1Cap_S2los_BArr",52.02,65.2,80.8,66.208,57.08,60.8,71.6,76.2,49.78,83.9,"occ",2023-02-16
48,"P1_B_S1Cap_S2los_BArr",56.4,71.2,86.78,71.056,60,67,75.3,83.68,55.47,89.02,"occ",2023-02-17
49,"P1_B_S1Cap_S2los_BArr",60.94,77,95.06,76.352,63.92,70,80.3,93.32,59.78,95.91,"occ",2023-02-18
50,"P1_B_S1Cap_S2los_BArr",52.36,67.8,83.42,67.248,54.64,59.7,74,80.16,52,85.77,"occ",2023-02-19
51,"P1_B_S1Cap_S2los_BArr",44.1,60,77.24,59.248,45.96,52.4,63.6,73,42.27,78.84,"occ",2023-02-20
52,"P1_B_S1Cap_S2los_BArr",43.52,59,77.02,59.304,47.56,51.9,65.2,72.92,42.18,78.13,"occ",2023-02-21
53,"P1_B_S1Cap_S2los_BArr",48,63.6,80.62,64.128,48.36,56.4,72.3,78.44,46.76,81.42,"occ",2023-02-22
54,"P1_B_S1Cap_S2los_BArr",48.1,64,80.44,64.64,51.76,55.3,73.5,78.2,46.89,86.07,"occ",2023-02-23
55,"P1_B_S1Cap_S2los_BArr",50.76,68.6,84.92,68.784,54.32,62,75.9,83.24,50.09,86.62,"occ",2023-02-24
56,"P1_B_S1Cap_S2los_BArr",55.56,77,96.56,76.216,61.72,71.7,81.8,88.96,53.03,99.55,"occ",2023-02-25
57,"P1_B_S1Cap_S2los_BArr",50.16,67.4,81.82,67.512,58.64,62.1,73,79.72,46.76,82.31,"occ",2023-02-26
58,"P1_B_S1Cap_S2los_BArr",45.36,58.2,75.5,59.648,51.44,54.8,64.6,71.36,41.65,77.02,"occ",2023-02-27
59,"P1_B_S1Cap_S2los_BArr",48.5,59.4,72.52,60.336,50.8,55.8,65,71.2,47.6,77.32,"occ",2023-02-28
60,"P1_B_S1Cap_S2los_BArr",51.92,65.4,77.42,64.408,54.36,59.3,68.9,75.28,50.58,78.22,"occ",2023-03-01
61,"P1_B_S1Cap_S2los_BArr",52.76,66.6,79.82,66.336,56.72,61.3,71.8,76.52,49.92,80.62,"occ",2023-03-02
62,"P1_B_S1Cap_S2los_BArr",60,69,82.4,70.032,60.36,64,76.6,81.28,55.35,83.64,"occ",2023-03-03
63,"P1_B_S1Cap_S2los_BArr",62.18,75.2,92.3,75.552,63.52,69.6,81.2,84.64,58.59,94.75,"occ",2023-03-04
64,"P1_B_S1Cap_S2los_BArr",53.92,67,80.88,67.16,57.8,62,72.7,77.24,51.34,83.46,"occ",2023-03-05
65,"P1_B_S1Cap_S2los_BArr",47.12,60.2,71.86,59.576,49.12,54,64.4,69.28,46.09,73.64,"occ",2023-03-06
66,"P1_B_S1Cap_S2los_BArr",49.56,59.8,74.96,60.456,51.16,55.3,64.9,69.36,48.58,77.95,"occ",2023-03-07
67,"P1_B_S1Cap_S2los_BArr",54.54,63.6,82.08,64.872,56.36,59.8,70,77.44,53.07,83.11,"occ",2023-03-08
68,"P1_B_S1Cap_S2los_BArr",49.7,66,79.02,66.032,54.8,60.1,72.4,76.52,47.25,82.92,"occ",2023-03-09
69,"P1_B_S1Cap_S2los_BArr",52.36,70.6,86.08,70.496,56.64,64.9,77,83.36,49.52,87.11,"occ",2023-03-10
70,"P1_B_S1Cap_S2los_BArr",57.3,79.2,93.2,77.488,63.72,72.8,83.1,86.04,55.47,95.37,"occ",2023-03-11
71,"P1_B_S1Cap_S2los_BArr",55.38,68.8,81.02,68.856,56.68,63,74.3,80.4,53.03,82.44,"occ",2023-03-12
72,"P1_B_S1Cap_S2los_BArr",45.88,61.6,74.48,61.456,50.24,55.8,66,72.4,44.18,76.13,"occ",2023-03-13
73,"P1_B_S1Cap_S2los_BArr",47.44,61.8,75.24,61.984,50.36,56.1,68.6,72.84,45.69,78.39,"occ",2023-03-14
74,"P1_B_S1Cap_S2los_BArr",51.86,67,85.32,67.472,55.6,60.5,75.4,81.6,45.7,86.71,"occ",2023-03-15
75,"P1_B_S1Cap_S2los_BArr",53.18,68.4,86.74,69.288,58.12,61.1,76.8,84.08,51.2,88.31,"occ",2023-03-16
76,"P1_B_S1Cap_S2los_BArr",60.54,76.6,89.42,75.304,62.76,68.8,82.9,86.84,59.07,90.53,"occ",2023-03-17
77,"P1_B_S1Cap_S2los_BArr",60.64,80.8,98.16,80.176,64.96,72.2,88.4,91.48,59.2,102.39,"occ",2023-03-18
78,"P1_B_S1Cap_S2los_BArr",56.18,69.6,87.8,70.08,57.96,61.8,76.4,79.64,53.21,91.46,"occ",2023-03-19
79,"P1_B_S1Cap_S2los_BArr",49.96,62.6,76.4,62.44,52.6,55.7,68.3,71.96,49.6,77.95,"occ",2023-03-20
80,"P1_B_S1Cap_S2los_BArr",51.96,62.2,73.82,61.952,53.12,54.4,66.4,72.84,49.74,75.24,"occ",2023-03-21
81,"P1_B_S1Cap_S2los_BArr",57.16,66.4,82.26,67.96,58.36,62.4,71.9,80.52,55.56,83.42,"occ",2023-03-22
82,"P1_B_S1Cap_S2los_BArr",55.52,66.8,80.7,67.64,57.2,62.5,72.4,78.84,54.8,85.63,"occ",2023-03-23
83,"P1_B_S1Cap_S2los_BArr",59.16,69.2,91.64,71.896,60.32,66.1,76.3,85.4,58.49,92,"occ",2023-03-24
84,"P1_B_S1Cap_S2los_BArr",64.14,78.6,95.1,78.128,67.16,72.2,82.3,89.28,63.29,98.17,"occ",2023-03-25
85,"P1_B_S1Cap_S2los_BArr",54.18,68.6,82.3,69.168,59.2,63.6,74.8,79.32,49.47,86.3,"occ",2023-03-26
86,"P1_B_S1Cap_S2los_BArr",48.14,60.2,76.08,60.912,49.2,54.6,67,72.92,45.43,76.8,"occ",2023-03-27
87,"P1_B_S1Cap_S2los_BArr",44.54,60,76.46,59.984,48.72,55.3,64.8,72.12,43.38,80.66,"occ",2023-03-28
88,"P1_B_S1Cap_S2los_BArr",48.12,64.4,84.1,64.744,53.96,60.4,68.4,78.4,44.67,87.42,"occ",2023-03-29
89,"P1_B_S1Cap_S2los_BArr",50.94,65,82.26,65.368,52.8,57.7,71.7,76.64,49.47,86.52,"occ",2023-03-30
90,"P1_B_S1Cap_S2los_BArr",55.26,70.8,89.02,70.672,57.52,62.9,77.1,86.08,53.38,92.92,"occ",2023-03-31
91,"P1_B_S1Cap_S2los_BArr",58.94,76,98.62,76.144,61.76,69.9,83.2,87.72,54.37,104.07,"occ",2023-04-01
92,"P1_B_S1Cap_S2los_BArr",49.36,67,88.94,67.416,54.32,60.5,73.6,80.44,46.89,94.79,"occ",2023-04-02
93,"P1_B_S1Cap_S2los_BArr",43.54,58.6,73.98,59.28,48.24,54.9,62.7,71.6,39.34,79.01,"occ",2023-04-03
94,"P1_B_S1Cap_S2los_BArr",42.5,59.2,75.6,58.456,44.76,52.8,63.1,70.12,39.43,75.91,"occ",2023-04-04
95,"P1_B_S1Cap_S2los_BArr",49.56,63,85.42,64.096,50.8,56.9,69,77.16,46.72,90.25,"occ",2023-04-05
96,"P1_B_S1Cap_S2los_BArr",49.6,64.8,87.28,65.896,53.16,58.6,72.6,80.24,49.29,90.48,"occ",2023-04-06
97,"P1_B_S1Cap_S2los_BArr",54.5,71.2,90.3,70.416,56.72,63.7,75.5,85.16,52.36,92.75,"occ",2023-04-07
98,"P1_B_S1Cap_S2los_BArr",60.54,77.4,94.52,76.2,62.4,67.8,83.7,89.24,58.45,96.53,"occ",2023-04-08
99,"P1_B_S1Cap_S2los_BArr",52.72,67.8,81.86,67.256,57.72,61.2,74.3,77.12,50.45,82.71,"occ",2023-04-09
100,"P1_B_S1Cap_S2los_BArr",45.78,59.6,73.1,59.76,49,54.1,66.7,69.64,44.36,76.17,"occ",2023-04-10
101,"P1_B_S1Cap_S2los_BArr",46.86,58.4,73.64,59.096,48.76,54.8,63.5,70.6,44.67,77.41,"occ",2023-04-11
102,"P1_B_S1Cap_S2los_BArr",54,65.2,78.34,65.2,55.88,60.1,69.5,74.48,53.69,79.91,"occ",2023-04-12
103,"P1_B_S1Cap_S2los_BArr",54.06,69.2,80.34,67.48,57.4,61.2,72.3,76.56,52.18,82.84,"occ",2023-04-13
104,"P1_B_S1Cap_S2los_BArr",58.18,71.2,81.2,71.4,60.28,65.7,78.7,80.84,56.45,85.85,"occ",2023-04-14
105,"P1_B_S1Cap_S2los_BArr",61.78,76,91.24,76.584,64.32,70,84.2,89.64,61.29,91.91,"occ",2023-04-15
106,"P1_B_S1Cap_S2los_BArr",54.32,66.2,82.22,67.392,56.28,59.7,74.2,81.24,52.98,82.4,"occ",2023-04-16
107,"P1_B_S1Cap_S2los_BArr",49.38,59,75.42,60.232,50,52.2,66.4,72.6,47.34,76.53,"occ",2023-04-17
108,"P1_B_S1Cap_S2los_BArr",44.98,57.8,78.48,59.56,49.48,53.2,64,73.48,44.49,80.13,"occ",2023-04-18
109,"P1_B_S1Cap_S2los_BArr",50.18,61.4,80.92,63.264,51.16,56.4,68,77.68,49.69,84.79,"occ",2023-04-19
110,"P1_B_S1Cap_S2los_BArr",49.96,64.6,83.64,65.768,50.8,58.4,73.9,80.92,48.98,84.93,"occ",2023-04-20
111,"P1_B_S1Cap_S2los_BArr",54.28,70.8,93.02,71.488,57.44,62.8,80.3,85.84,52.58,95.99,"occ",2023-04-21
